school_code,school_name,school_type,state,district,postcode,active
DFT1001,SEKOLAH MENENGAH AGAMA TENGKU AMALIN A'ISHAH PUTRI,SM SABK,KELANTAN,KOTA BHARU,16100,true
DFT1002,SEKOLAH MENENGAH UGAMA (ARAB) AL-YUNUSIAH,SM SABK,KELANTAN,KOTA BHARU,16150,true
DFT1003,SMU(A) AL-KAUTHAR,SM SABK,KELANTAN,KOTA BHARU,16400,true
DFT3001,SMU(A)AL-FALAH SIRAM,SM SABK,KELANTAN,PASIR MAS,17000,true
DFT3002,SEKOLAH MENENGAH UGAMA (ARAB) AL-ULUM,SM SABK,KELANTAN,PASIR MAS,17030,true
DFT3003,SEKOLAH MENENGAH UGAMA (ARAB) AL-BALAGHUL MUBIN,SM SABK,KELANTAN,PASIR MAS,17060,true
DFT3004,SMU(A) DINIAH,SM SABK,KELANTAN,PASIR MAS,17000,true
DFT3005,SMU(A)MARDZIAH JABO,SM SABK,KELANTAN,PASIR MAS,17060,true
DFT4001,SMU(A) NURUL ITTIFAK,SM SABK,KELANTAN,PASIR PUTIH,16800,true
DFT4002,SMU (A) TARBIAH ISLAMIAH,SM SABK,KELANTAN,PASIR PUTIH,16810,true
DFT4003,SMU(A) ITTIFAKIAH,SM SABK,KELANTAN,PASIR PUTIH,16800,true
DFT5001,SMU (ARAB) AL-FITRAH,SM SABK,KELANTAN,TANAH MERAH,17500,true
DFT5002,SMU (ARAB) DARUL ULUM,SM SABK,KELANTAN,TANAH MERAH,17510,true
DFT5003,SMU (ARAB) TARBIAH ISLAMIAH,SM SABK,KELANTAN,TANAH MERAH,17510,true
DFT5004,SMU (ARAB) ARABIAH,SM SABK,KELANTAN,TANAH MERAH,17500,true
DFT6001,SEKOLAH MENENGAH UGAMA (ARAB) MARDZIAH,SM SABK,KELANTAN,TUMPAT,16250,true
DFT6002,SMU (A) NURUL HUDA KAJANG SEBIDANG,SM SABK,KELANTAN,TUMPAT,16200,true
DFT7001,SMU(A) DARUS SALAM,SM SABK,KELANTAN,KUALA KRAI,18000,true
DFT7002,SMU (A) SAADATUL QURA,SM SABK,KELANTAN,KUALA KRAI,18000,true
DHA0001,KOLEJ VOKASIONAL BACHOK,KV,KELANTAN,BACHOK,16300,true
DHA1001,KOLEJ VOKASIONAL PENGKALAN CHEPA,KV,KELANTAN,KOTA BHARU,16100,true
DHA1002,KOLEJ VOKASIONAL KOTA BHARU,KV,KELANTAN,KOTA BHARU,16109,true
DHA3002,KOLEJ VOKASIONAL PASIR MAS,KV,KELANTAN,PASIR MAS,17020,true
DHA4001,KOLEJ VOKASIONAL PASIR PUTEH,KV,KELANTAN,PASIR PUTIH,16800,true
DHA5002,KOLEJ VOKASIONAL TANAH MERAH,KV,KELANTAN,TANAH MERAH,17500,true
DHA7002,KOLEJ VOKASIONAL KUALA KRAI,KV,KELANTAN,KUALA KRAI,18000,true
DRA0001,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) TOK BACHOK,SMKA,KELANTAN,BACHOK,16300,true
DRA1009,SEKOLAH MENENGAH KEBANGSAAN AGAMA MELOR,SMKA,KELANTAN,KOTA BHARU,16400,true
DRA1010,SEKOLAH MENENGAH KEBANGSAAN AGAMA NAIM LIL-BANAT,SMKA,KELANTAN,KOTA BHARU,15150,true
DRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA WATANIAH,SMKA,KELANTAN,MACHANG,18500,true
DRA3001,SEKOLAH MENENGAH KEBANGSAAN (A) LATI,SMKA,KELANTAN,PASIR MAS,17000,true
DRA6001,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) FALAHIAH,SMKA,KELANTAN,TUMPAT,16250,true
JEA0010,SEKOLAH MENENGAH KEBANGSAAN DATO' BENTARA LUAR,SMK,JOHOR,BATU PAHAT,83000,true
JEA0011,SEKOLAH MENENGAH KEBANGSAAN TUN AMINAH,SMK,JOHOR,BATU PAHAT,83007,true
JEA0012,SEKOLAH MENENGAH KEBANGSAAN TUNKU MAHMOOD ISKANDAR,SMK,JOHOR,BATU PAHAT,83200,true
JEA0013,SEKOLAH MENENGAH KEBANGSAAN SENGGARANG,SMK,JOHOR,BATU PAHAT,83200,true
JEA0014,SEKOLAH MENENGAH KEBANGSAAN SERI MEDAN,SMK,JOHOR,BATU PAHAT,83400,true
JEA0015,SEKOLAH MENENGAH KEBANGSAAN DATO SULAIMAN,SMK,JOHOR,BATU PAHAT,83500,true
JEA0016,SEKOLAH MENENGAH KEBANGSAAN DATO ONN,SMK,JOHOR,BATU PAHAT,83020,true
JEA0017,SEKOLAH MENENGAH KEBANGSAAN PERMATA JAYA,SMK,JOHOR,BATU PAHAT,83100,true
JEA0018,SEKOLAH MENENGAH KEBANGSAAN SERI GADING,SMK,JOHOR,BATU PAHAT,83300,true
JEA0019,SEKOLAH MENENGAH KEBANGSAAN DATIN ONN JAFFAR,SMK,JOHOR,BATU PAHAT,83000,true
JEA0020,SEKOLAH MENENGAH KEBANGSAAN DATO SETH,SMK,JOHOR,BATU PAHAT,83700,true
JEA0022,SEKOLAH MENENGAH KEBANGSAAN PENGHULU SAAT,SMK,JOHOR,BATU PAHAT,83500,true
JEA0023,SEKOLAH MENENGAH KEBANGSAAN BANANG JAYA,SMK,JOHOR,BATU PAHAT,83000,true
JEA0024,SEKOLAH MENENGAH SAINS BATU PAHAT,SBP,JOHOR,BATU PAHAT,83000,true
JEA0025,SEKOLAH MENENGAH KEBANGSAAN SURIA PERDANA,SMK,JOHOR,BATU PAHAT,86400,true
JEA1001,SEKOLAH MENENGAH KEBANGSAAN SULTAN ISMAIL,SMK,JOHOR,JOHOR BAHRU,80100,true
JEA1002,SEKOLAH MENENGAH KEBANGSAAN TASEK UTARA,SMK,JOHOR,JOHOR BAHRU,80350,true
JEA1003,SEKOLAH MENENGAH KEBANGSAAN TUN SYED NASIR ISMAIL,SMK,JOHOR,JOHOR BAHRU,81100,true
JEA1004,SEKOLAH MENENGAH KEBANGSAAN SRI TEBRAU,SMK,JOHOR,JOHOR BAHRU,80050,true
JEA1005,SEKOLAH MENENGAH KEBANGSAAN SRI RAHMAT,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1006,SEKOLAH MENENGAH KEBANGSAAN SKUDAI,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1041,SEKOLAH MENENGAH KEBANGSAAN PASIR GUDANG,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1042,SEKOLAH MENENGAH KEBANGSAAN (FELDA) ULU TEBRAU,SMK,JOHOR,PASIR GUDANG,81810,true
JEA1043,SEKOLAH MENENGAH KEBANGSAAN TANJUNG ADANG,SMK,JOHOR,JOHOR BAHRU,81560,true
JEA1044,SEKOLAH MENENGAH KEBANGSAAN TAMAN PELANGI,SMK,JOHOR,JOHOR BAHRU,80400,true
JEA1045,SEKOLAH MENENGAH KEBANGSAAN TAMAN JOHOR JAYA (1),SMK,JOHOR,PASIR GUDANG,81100,true
JEA1046,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUN AMINAH,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1047,SEKOLAH MENENGAH KEBANGSAAN PASIR GUDANG 2,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1048,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU UDA,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1049,SEKOLAH MENENGAH KEBANGSAAN TAMAN UNIVERSITI,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1050,SEKOLAH MENENGAH KEBANGSAAN SERI PERLING,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1051,SEKOLAH MENENGAH KEBANGSAAN TAMAN JOHOR JAYA 2,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1052,SEKOLAH MENENGAH KEBANGSAAN PERMAS JAYA,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1053,SEKOLAH MENENGAH KEBANGSAAN TAMAN DAYA,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1054,SEKOLAH MENENGAH KEBANGSAAN DAMAI JAYA,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1055,SEKOLAH MENENGAH KEBANGSAAN TAN SRI MOHAMED RAHMAT,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1056,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS SULTAN ABU BAKAR,SMK,JOHOR,JOHOR BAHRU,81560,true
JEA1057,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA JAYA,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1058,SEKOLAH MENENGAH KEBANGSAAN DATO' USMAN AWANG,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1059,SEKOLAH MENENGAH KEBANGSAAN MUTIARA RINI,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1060,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA PUTERI,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1061,SEKOLAH MENENGAH KEBANGSAAN TAMAN UNIVERSITI 2,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1062,SEKOLAH MENENGAH KEBANGSAAN TAMAN SELESA JAYA,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1063,SEKOLAH MENENGAH KEBANGSAAN BANDAR SERI ALAM,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1064,SEKOLAH MENENGAH KEBANGSAAN TAMAN RINTING 2,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1065,SEKOLAH MENENGAH KEBANGSAAN DESA CEMERLANG,SMK,JOHOR,PASIR GUDANG,81800,true
JEA1066,SEKOLAH MENENGAH KEBANGSAAN PASIR PUTIH,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1067,SEKOLAH MENENGAH KEBANGSAAN TAMAN MOLEK,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1068,SEKOLAH MENENGAH KEBANGSAAN TAMAN MOUNT AUSTIN,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1069,SEKOLAH MENENGAH KEBANGSAAN SERI ALAM 2,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1070,SEKOLAH MENENGAH KEBANGSAAN PUTERI WANGSA,SMK,JOHOR,PASIR GUDANG,81800,true
JEA1071,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA PUTERI 2,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1072,SEKOLAH MENENGAH KEBANGSAAN IMPIAN EMAS,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1073,SEKOLAH MENENGAH KEBANGSAAN TAMAN MEGAH RIA,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1074,SEKOLAH MENENGAH KEBANGSAAN TAMAN DAYA 2,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1075,SEKOLAH MENENGAH KEBANGSAAN PASIR GUDANG 3,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1076,SEKOLAH MENENGAH KEBANGSAAN PERMAS JAYA 2,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1077,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA SKUDAI,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1078,SEKOLAH MENENGAH KEBANGSAAN KOTA MASAI,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1079,SEKOLAH MENENGAH KEBANGSAAN TASEK UTARA 2,SMK,JOHOR,JOHOR BAHRU,80350,true
JEA1080,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA TEBRAU,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1081,SEKOLAH MENENGAH KEBANGSAAN TAMAN PELANGI INDAH,SMK,JOHOR,PASIR GUDANG,81800,true
JEA1082,SEKOLAH MENENGAH KEBANGSAAN TUN FATIMAH HASHIM,SMK,JOHOR,PASIR GUDANG,81100,true
JEA1083,SEKOLAH MENENGAH KEBANGSAAN PERMAS JAYA 3,SMK,JOHOR,PASIR GUDANG,81750,true
JEA1084,SEKOLAH MENENGAH KEBANGSAAN TAMAN SELESA JAYA 2,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1085,SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA RINI 2,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1086,SEKOLAH MENENGAH KEBANGSAAN TAMAN NUSAJAYA,SMK,JOHOR,JOHOR BAHRU,81550,true
JEA1087,SEKOLAH MENENGAH KEBANGSAAN TAMAN BUKIT INDAH,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1088,SEKOLAH MENENGAH KEBANGSAAN TAMAN SUTERA,SMK,JOHOR,JOHOR BAHRU,81300,true
JEA1089,SEKOLAH MENENGAH KEBANGSAAN TG PUTERI RESORT,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1090,SEKOLAH MENENGAH KEBANGSAAN MOHD KHALID,SMK,JOHOR,JOHOR BAHRU,80100,true
JEA1091,SEKOLAH SENI MALAYSIA JOHOR,SENI,JOHOR,PASIR GUDANG,81750,true
JEA1092,SEKOLAH MENENGAH KEBANGSAAN KOTA MASAI 2,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1093,SEKOLAH MENENGAH KEBANGSAAN TAMAN NUSA DAMAI,SMK,JOHOR,PASIR GUDANG,81700,true
JEA1094,SEKOLAH MENENGAH KEBANGSAAN SUNGAI TIRAM,SMK,JOHOR,PASIR GUDANG,81800,true
JEA1095,SEKOLAH MENENGAH KEBANGSAAN TAMAN DAMANSARA ALIFF,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1096,SEKOLAH MENENGAH KEBANGSAAN BANDAR UDA UTAMA,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1097,SEKOLAH MENENGAH KEBANGSAAN MAJIDI BARU 2,SMK,JOHOR,JOHOR BAHRU,81200,true
JEA1098,SEKOLAH MENENGAH KEBANGSAAN MEDINI,SMK,JOHOR,JOHOR BAHRU,79576,true
JEA1099,SEKOLAH MENENGAH KEBANGSAAN SERI PULAI PERDANA,SMK,JOHOR,KULAI,81300,true
JEA1100,SEKOLAH MENENGAH KEBANGSAAN KANGKAR PULAI,SMK,JOHOR,KULAI,81300,true
JEA1101,SEKOLAH MENENGAH KEBANGSAAN TAMAN SCIENTEX,SMK,JOHOR,PASIR GUDANG,81700,true
JEA2029,SEKOLAH MENENGAH KEBANGSAAN LAYANG-LAYANG,SMK,JOHOR,KLUANG,81850,true
JEA2030,SEKOLAH MENENGAH KEBANGSAAN JLN MENGKIBOL,SMK,JOHOR,KLUANG,86000,true
JEA2031,SEKOLAH MENENGAH KEBANGSAAN TUN HUSSEIN ONN,SMK,JOHOR,KLUANG,86000,true
JEA2032,SEKOLAH MENENGAH KEBANGSAAN KAHANG,SMK,JOHOR,KLUANG,86700,true
JEA2033,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL JALIL,SMK,JOHOR,KLUANG,86000,true
JEA2034,SEKOLAH MENENGAH KEBANGSAAN (FELDA) KAHANG TIMUR,SMK,JOHOR,KLUANG,86007,true
JEA2035,SEKOLAH MENENGAH KEBANGSAAN LKTP BELITONG,SMK,JOHOR,KLUANG,86000,true
JEA2036,SEKOLAH MENENGAH KEBANGSAAN TAMAN KLUANG BARAT,SMK,JOHOR,KLUANG,86000,true
JEA2037,SEKOLAH MENENGAH KEBANGSAAN SIMPANG RENGAM,SMK,JOHOR,KLUANG,86200,true
JEA2038,SEKOLAH MENENGAH KEBANGSAAN SERI INTAN,SMK,JOHOR,KLUANG,86000,true
JEA2039,SEKOLAH MENENGAH KEBANGSAAN BANDAR T6,SMK,JOHOR,KLUANG,86000,true
JEA2040,SEKOLAH MENENGAH KEBANGSAAN JALAN KOTA TINGGI,SMK,JOHOR,KLUANG,86000,true
JEA2041,SEKOLAH MENENGAH KEBANGSAAN SERI LALANG,SMK,JOHOR,KLUANG,86000,true
JEA2042,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI KLUANG,SMK,JOHOR,KLUANG,86000,true
JEA2043,SEKOLAH MENENGAH KEBANGSAAN SERI SEMBRONG,SMK,JOHOR,KLUANG,86000,true
JEA2044,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA PALOH,SMK,JOHOR,KLUANG,86600,true
JEA2045,SEKOLAH MENENGAH KEBANGSAAN DATO' IBRAHIM MAJID,SMK,JOHOR,KLUANG,86200,true
JEA2046,SEKOLAH MENENGAH SAINS SEMBRONG,SBP,JOHOR,KLUANG,86000,true
JEA2047,SEKOLAH MENENGAH KEBANGSAAN SERI PERDANA,SMK,JOHOR,KLUANG,86000,true
JEA2048,SEKOLAH MENENGAH KEBANGSAAN SERI MACHAP,SMK,JOHOR,KLUANG,86200,true
JEA3036,SEKOLAH MENENGAH KEBANGSAAN BANDAR EASTER,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3037,SEKOLAH MENENGAH KEBANGSAAN TUN HABAB,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3038,SEKOLAH MENENGAH KEBANGSAAN BANDAR KOTA TINGGI,SMK,JOHOR,KOTA TINGGI,81907,true
JEA3039,SEKOLAH MENENGAH KEBANGSAAN TAN SRI JAAFAR ALBAR,SMK,JOHOR,KOTA TINGGI,81910,true
JEA3042,SEKOLAH MENENGAH KEBANGSAAN AIR TAWAR,SMK,JOHOR,KOTA TINGGI,81920,true
JEA3043,SEKOLAH MENENGAH KEBANGSAAN BANDAR MAS,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3045,SEKOLAH MENENGAH KEBANGSAAN ADELA,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3046,SEKOLAH MENENGAH KEBANGSAAN SEMENCHU,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3047,SEKOLAH MENENGAH KEBANGSAAN LOKMAN HAKIM,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3048,SEKOLAH MENENGAH KEBANGSAAN LINGGIU,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3049,SEKOLAH MENENGAH KEBANGSAAN BANDAR PENAWAR,SMK,JOHOR,KOTA TINGGI,81930,true
JEA3050,SEKOLAH MENENGAH SAINS KOTA TINGGI,SBP,JOHOR,KOTA TINGGI,81930,true
JEA3051,SEKOLAH SUKAN TUNKU MAHKOTA ISMAIL,SUKAN,JOHOR,KOTA TINGGI,81930,true
JEA3052,SEKOLAH MENENGAH KEBANGSAAN SERI AMAN,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3053,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOTA JAYA,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3054,SEKOLAH MENENGAH KEBANGSAAN TANJUNG PENGELIH,SMK,JOHOR,KOTA TINGGI,81600,true
JEA3055,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI SAUJANA,SMK,JOHOR,KOTA TINGGI,81900,true
JEA3056,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN,SMK,JOHOR,KULAI,81450,true
JEA3057,SEKOLAH MENENGAH KEBANGSAAN BANDAR TENGGARA,SMK,JOHOR,KULAI,81440,true
JEA3058,SEKOLAH MENENGAH KEBANGSAAN BANDAR TENGGARA 2,SMK,JOHOR,KULAI,81440,true
JEA3059,SEKOLAH MENENGAH KEBANGSAAN SERI PINANG,SMK,JOHOR,KULAI,81440,true
JEA3060,SEKOLAH MENENGAH KEBANGSAAN PENGERANG UTAMA,SMK,JOHOR,KOTA TINGGI,81620,true
JEA4034,SEKOLAH MENENGAH KEBANGSAAN (FELDA) TENGGAROH,SMK,JOHOR,MERSING,86810,true
JEA4035,SEKOLAH MENENGAH KEBANGSAAN MERSING,SMK,JOHOR,MERSING,86800,true
JEA4036,SEKOLAH MENENGAH KEBANGSAAN NITAR,SMK,JOHOR,MERSING,86807,true
JEA4037,SEKOLAH MENENGAH KEBANGSAAN TAN SRI ABDUL KADIR,SMK,JOHOR,MERSING,86810,true
JEA4038,SEKOLAH MENENGAH KEBANGSAAN ANJUNG BATU,SMK,JOHOR,MERSING,86800,true
JEA5021,SEKOLAH MENENGAH KEBANGSAAN SERI MENANTI,SMK,JOHOR,MUAR,84150,true
JEA5022,SEKOLAH MENENGAH KEBANGSAAN DATO' SRI AMAR DI RAJA,SMK,JOHOR,MUAR,84000,true
JEA5023,SEKOLAH MENENGAH KEBANGSAAN TUN PERAK,SMK,JOHOR,MUAR,84000,true
JEA5024,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA,SMK,JOHOR,MUAR,84150,true
JEA5028,SEKOLAH MENENGAH KEBANGSAAN BUKIT PASIR,SMK,JOHOR,MUAR,84300,true
JEA5032,SEKOLAH MENENGAH KEBANGSAAN PEKAN BARU MUAR,SMK,JOHOR,MUAR,83600,true
JEA5035,SEKOLAH MENENGAH KEBANGSAAN TUN DR ISMAIL (STUDI),SMK,JOHOR,MUAR,84200,true
JEA5036,SEKOLAH MENENGAH KEBANGSAAN BUKIT NANING,SMK,JOHOR,MUAR,84200,true
JEA5037,SEKOLAH MENENGAH KEBANGSAAN BANDAR MAHARANI,SMK,JOHOR,MUAR,84000,true
JEA5039,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ABONG,SMK,JOHOR,MUAR,84000,true
JEA5041,SEKOLAH MENENGAH KEBANGSAAN FELCRA BUKIT KEPONG,SMK,JOHOR,MUAR,85300,true
JEA6005,SEKOLAH MENENGAH KEBANGSAAN SRI TANJUNG,SMK,JOHOR,PONTIAN,82200,true
JEA6006,SEKOLAH MENENGAH KEBANGSAAN DATO` PENGGAWA BARAT,SMK,JOHOR,PONTIAN,82000,true
JEA6007,SEKOLAH MENENGAH KEBANGSAAN SRI KUKUP,SMK,JOHOR,PONTIAN,82300,true
JEA6008,SEKOLAH MENENGAH KEBANGSAAN AYER BALOI,SMK,JOHOR,PONTIAN,82100,true
JEA6009,SEKOLAH MENENGAH KEBANGSAAN PARIT BETAK,SMK,JOHOR,PONTIAN,82210,true
JEA6010,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD. YUNOS SULAIMAN,SMK,JOHOR,PONTIAN,81500,true
JEA6011,SEKOLAH MENENGAH KEBANGSAAN KAYU ARA PASONG,SMK,JOHOR,PONTIAN,82010,true
JEA6012,SEKOLAH MENENGAH KEBANGSAAN TAN SRI OSMAN MOHD SA'AT,SMK,JOHOR,PONTIAN,82000,true
JEA6013,KOLEJ TINGKATAN ENAM PONTIAN,KT6,JOHOR,PONTIAN,82000,true
JEA7031,SEKOLAH MENENGAH KEBANGSAAN BULUH KASAP,SMK,JOHOR,SEGAMAT,85010,true
JEA7032,SEKOLAH MENENGAH KEBANGSAAN DATO' BENTARA DALAM,SMK,JOHOR,SEGAMAT,85000,true
JEA7033,SEKOLAH MENENGAH KEBANGSAAN TENANG STESEN,SMK,JOHOR,SEGAMAT,85030,true
JEA7034,SEKOLAH MENENGAH KEBANGSAAN BEKOK,SMK,JOHOR,SEGAMAT,86500,true
JEA7035,SEKOLAH MENENGAH KEBANGSAAN PALONG TIMUR,SMK,JOHOR,SEGAMAT,85100,true
JEA7036,SEKOLAH MENENGAH KEBANGSAAN LKTP PEMANIS,SMK,JOHOR,SEGAMAT,85007,true
JEA7037,SEKOLAH MENENGAH KEBANGSAAN (LKTP) MAOKIL,SMK,JOHOR,SEGAMAT,85300,true
JEA7038,SEKOLAH MENENGAH KEBANGSAAN GEMEREH,SMK,JOHOR,SEGAMAT,85000,true
JEA7039,SEKOLAH MENENGAH KEBANGSAAN KAMARUL ARIFFIN,SMK,JOHOR,SEGAMAT,85300,true
JEA7040,SEKOLAH MENENGAH KEBANGSAAN SERI JEMENTAH,SMK,JOHOR,SEGAMAT,85200,true
JEA7041,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA,SMK,JOHOR,SEGAMAT,85000,true
JEA7042,SEKOLAH MENENGAH KEBANGSAAN SERI KENANGAN,SMK,JOHOR,SEGAMAT,85100,true
JEA7043,SEKOLAH MENENGAH KEBANGSAAN SERI BALI,SMK,JOHOR,SEGAMAT,85400,true
JEA8001,SEKOLAH MENENGAH KEBANGSAAN SENAI,SMK,JOHOR,KULAI,81400,true
JEA8002,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN PUTRA,SMK,JOHOR,KULAI,81000,true
JEA8005,SEKOLAH MENENGAH KEBANGSAAN KELAPA SAWIT,SMK,JOHOR,KULAI,81030,true
JEA8006,SEKOLAH MENENGAH KEBANGSAAN KULAI BESAR,SMK,JOHOR,KULAI,81000,true
JEA8007,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOTA KULAI,SMK,JOHOR,KULAI,81000,true
JEA8011,SEKOLAH MENENGAH KEBANGSAAN TAMAN PUTRI,SMK,JOHOR,KULAI,81000,true
JEA8012,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA,SMK,JOHOR,KULAI,81000,true
JEA8013,SEKOLAH MENENGAH KEBANGSAAN INDAHPURA 1,SMK,JOHOR,KULAI,81000,true
JEA8014,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL INDAHPURA,SM KHAS,JOHOR,KULAI,81000,true
JEA8015,SEKOLAH MENENGAH KEBANGSAAN BUKIT BATU,SMK,JOHOR,KULAI,81020,true
JEA8016,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA 2,SMK,JOHOR,KULAI,81000,true
JEA9001,SEKOLAH MENENGAH KEBANGSAAN TENGKU MAHMUD ISKANDAR,SMK,JOHOR,TANGKAK,84400,true
JEA9002,SEKOLAH MENENGAH KEBANGSAAN TENGKU TEMENGGONG AHMAD,SMK,JOHOR,TANGKAK,84710,true
JEA9003,SEKOLAH MENENGAH KEBANGSAAN TUN MAMAT,SMK,JOHOR,TANGKAK,84900,true
JEA9004,SEKOLAH MENENGAH SAINS MUAR,SBP,JOHOR,TANGKAK,84009,true
JEA9005,SEKOLAH MENENGAH KEBANGSAAN PARIT BUNGA,SMK,JOHOR,TANGKAK,84000,true
JEA9006,SEKOLAH MENENGAH KEBANGSAAN SAGIL TANGKAK,SMK,JOHOR,TANGKAK,84020,true
JEA9007,SEKOLAH MENENGAH KEBANGSAAN SERI TANGKAK,SMK,JOHOR,TANGKAK,84900,true
JEA9008,SEKOLAH MENENGAH KEBANGSAAN PESISIRAN PERDANA,SMK,JOHOR,TANGKAK,84000,true
JEA9009,SEKOLAH MENENGAH KEBANGSAAN LEDANG,SMK,JOHOR,TANGKAK,84900,true
JEA9010,SEKOLAH MENENGAH KEBANGSAAN BUKIT GAMBIR,SMK,JOHOR,TANGKAK,84800,true
JEA9011,SEKOLAH MENENGAH KEBANGSAAN TUN SRI LANANG,SMK,JOHOR,TANGKAK,85210,true
JEA9012,SEKOLAH MENENGAH KEBANGSAAN PEI HWA,SMK,JOHOR,TANGKAK,84400,true
JEB0015,SEKOLAH MENENGAH KEBANGSAAN TINGGI BATU PAHAT,SMK,JOHOR,BATU PAHAT,83000,true
JEB0016,SEKOLAH MENENGAH KEBANGSAAN (P) TEMENGGONG IBRAHIM,SMK,JOHOR,BATU PAHAT,83000,true
JEB0017,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,JOHOR,BATU PAHAT,83000,true
JEB0018,SEKOLAH MENENGAH KEBANGSAAN MUNSHI SULAIMAN,SMK,JOHOR,BATU PAHAT,83000,true
JEB0019,SEKOLAH MENENGAH KEBANGSAAN DATO' SYED ESA,SMK,JOHOR,BATU PAHAT,83000,true
JEB1001,MAKTAB SULTAN ABU BAKAR,SMK,JOHOR,JOHOR BAHRU,80100,true
JEB1002,SEKOLAH MENENGAH KEBANGSAAN DATO JAAFAR,SMK,JOHOR,JOHOR BAHRU,80300,true
JEB1003,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,SMK,JOHOR,JOHOR BAHRU,80100,true
