school_code,school_name,school_type,state,district,postcode,active
KEA4058,SEKOLAH MENENGAH KEBANGSAAN CHANGLUN,SMK,KEDAH,KUBANG PASU,06010,true
KEA4059,SEKOLAH MENENGAH KEBANGSAAN PERMATANG BONGLAI,SMK,KEDAH,KUBANG PASU,06000,true
KEA4060,SEKOLAH MENENGAH KEBANGSAAN MEGAT DEWA,SMK,KEDAH,KUBANG PASU,06100,true
KEA4061,SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN,SMK,KEDAH,KUBANG PASU,06000,true
KEA4062,SEKOLAH MENENGAH KEBANGSAAN HOSBA,SMK,KEDAH,KUBANG PASU,06010,true
KEA4063,SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH,SMK,KEDAH,KUBANG PASU,06000,true
KEA4065,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SINTOK,SMK,KEDAH,KUBANG PASU,06010,true
KEA4066,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN,SMK,KEDAH,KUBANG PASU,06000,true
KEA4067,SEKOLAH MENENGAH KEBANGSAAN PAYA KEMUNTING,SMK,KEDAH,KUBANG PASU,06000,true
KEA4068,SEKOLAH MENENGAH SAINS KUBANG PASU,SBP,KEDAH,KUBANG PASU,06000,true
KEA4069,SEKOLAH MENENGAH KEBANGSAAN DARUL AMAN HEIGHT 1,SMK,KEDAH,KUBANG PASU,06000,true
KEA4070,SEKOLAH MENENGAH KEBANGSAAN JERLUN,SMK,KEDAH,KUBANG PASU,06150,true
KEA5023,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KOB,SMK,KEDAH,KULIM/BANDAR BAHARU,09700,true
KEA5024,SEKOLAH MENENGAH KEBANGSAAN KULIM,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5025,SEKOLAH MENENGAH KEBANGSAAN DATO LELA PAHLAWAN,SMK,KEDAH,KULIM/BANDAR BAHARU,09400,true
KEA5026,SEKOLAH MENENGAH KEBANGSAAN KELADI,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5067,SEKOLAH MENENGAH KEBANGSAAN LABU BESAR,SMK,KEDAH,KULIM/BANDAR BAHARU,09010,true
KEA5068,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KARANGAN,SMK,KEDAH,KULIM/BANDAR BAHARU,09410,true
KEA5069,SEKOLAH MENENGAH KEBANGSAAN LUNAS,SMK,KEDAH,KULIM/BANDAR BAHARU,09600,true
KEA5070,SEKOLAH MENENGAH KEBANGSAAN JUNJUNG,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5071,SEKOLAH MENENGAH KEBANGSAAN TAMAN SELASIH,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5072,SEKOLAH MENENGAH KEBANGSAAN TAMAN KENARI,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5073,SEKOLAH MENENGAH KEBANGSAAN JALAN PAYA BESAR,SMK,KEDAH,KULIM/BANDAR BAHARU,09600,true
KEA5074,SEKOLAH MENENGAH KEBANGSAAN AIR MERAH,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5075,SEKOLAH MENENGAH KEBANGSAAN TAMAN HITECH,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5076,SEKOLAH MENENGAH KEBANGSAAN TAMAN JELUTONG,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEA5077,SEKOLAH MENENGAH KEBANGSAAN TAMAN MUTIARA,SMK,KEDAH,KULIM/BANDAR BAHARU,09700,true
KEA5078,KOLEJ TINGKATAN ENAM KULIM,KT6,KEDAH,KULIM/BANDAR BAHARU,09400,true
KEA6014,SEKOLAH MENENGAH KEBANGSAAN AYER HANGAT,SMK,KEDAH,LANGKAWI,07000,true
KEA6015,SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA,SMK,KEDAH,LANGKAWI,07100,true
KEA6016,SEKOLAH MENENGAH KEBANGSAAN KEDAWANG,SMK,KEDAH,LANGKAWI,07000,true
KEA6017,SEKOLAH MENENGAH KEBANGSAAN LANGKAWI P.TUBA,SMK,KEDAH,LANGKAWI,07000,true
KEA6018,SEKOLAH MENENGAH KEBANGSAAN KELIBANG,SMK,KEDAH,LANGKAWI,07000,true
KEA7017,SEKOLAH MENENGAH KEBANGSAAN PADANG TERAP,SMK,KEDAH,PADANG TERAP,06300,true
KEA7018,SEKOLAH MENENGAH KEBANGSAAN LUBOK MERBAU,SMK,KEDAH,PADANG TERAP,06710,true
KEA7019,SEKOLAH MENENGAH KEBANGSAAN NAKA,SMK,KEDAH,PADANG TERAP,06350,true
KEA7020,SEKOLAH MENENGAH KEBANGSAAN PEDU,SMK,KEDAH,PADANG TERAP,06300,true
KEA7021,SEKOLAH MENENGAH KEBANGSAAN KUALA NERANG,SMK,KEDAH,PADANG TERAP,06300,true
KEA8019,SEKOLAH MENENGAH KEBANGSAAN JENERI,SMK,KEDAH,SIK,08700,true
KEA8020,SEKOLAH MENENGAH KEBANGSAAN SERI ENGGANG,SMK,KEDAH,SIK,08200,true
KEA8021,SEKOLAH MENENGAH KEBANGSAAN GULAU,SMK,KEDAH,SIK,08210,true
KEA8022,SEKOLAH MENENGAH KEBANGSAAN CHEPIR,SMK,KEDAH,SIK,08200,true
KEA8023,SEKOLAH MENENGAH KEBANGSAAN BATU LAPAN,SMK,KEDAH,SIK,08200,true
KEA9001,SEKOLAH MENENGAH KEBANGSAAN SUNGAI LIMAU YAN,SMK,KEDAH,KUALA MUDA/YAN,06910,true
KEA9002,SEKOLAH MENENGAH KEBANGSAAN BATU 17,SMK,KEDAH,KUALA MUDA/YAN,08800,true
KEA9003,SEKOLAH MENENGAH KEBANGSAAN DULANG,SMK,KEDAH,KUALA MUDA/YAN,06900,true
KEA9004,SEKOLAH MENENGAH KEBANGSAAN GUAR CHEMPEDAK 2,SMK,KEDAH,KUALA MUDA/YAN,08800,true
KEA9005,SEKOLAH MENENGAH KEBANGSAAN SERI BADONG,SMK,KEDAH,KUALA MUDA/YAN,08400,true
KEAA091,SEKOLAH MENENGAH KEBANGSAAN TOKAI,SMK,KEDAH,PENDANG,06660,true
KEAA092,SEKOLAH MENENGAH KEBANGSAAN KUBOR PANJANG,SMK,KEDAH,PENDANG,06760,true
KEAA164,SEKOLAH MENENGAH KEBANGSAAN AYER PUTEH DALAM,SMK,KEDAH,PENDANG,06700,true
KEAA180,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH,SMK,KEDAH,PENDANG,06700,true
KEAA181,SEKOLAH MENENGAH KEBANGSAAN SYED IBRAHIM,SMK,KEDAH,PENDANG,06700,true
KEAA182,SEK MODEL KHAS BUKIT JENUN,MODEL KHAS,KEDAH,PENDANG,06720,true
KEAA183,SEKOLAH MENENGAH KEBANGSAAN TUNKU TEMENGGUNG,SMK,KEDAH,PENDANG,06700,true
KEAA184,SEKOLAH MENENGAH KEBANGSAAN TOBIAR,SMK,KEDAH,PENDANG,06700,true
KEAA185,SEKOLAH MENENGAH SAINS PENDANG,SBP,KEDAH,PENDANG,06700,true
KEAB001,SEKOLAH MENENGAH KEBANGSAAN JABI,SMK,KEDAH,KOTA SETAR,06400,true
KEAB002,SEKOLAH MENENGAH SAINS POKOK SENA,SBP,KEDAH,KOTA SETAR,06400,true
KEAB003,SEKOLAH MENENGAH KEBANGSAAN BUKIT PAYONG,SMK,KEDAH,KOTA SETAR,06400,true
KEAB004,SEKOLAH MENENGAH KEBANGSAAN POKOK SENA 2,SMK,KEDAH,KOTA SETAR,06400,true
KEB0037,SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTERA,SMK,KEDAH,BALING,09100,true
KEB2093,SEKOLAH MENENGAH KEBANGSAAN DARULAMAN,SMK,KEDAH,KOTA SETAR,05100,true
KEB2094,SEKOLAH MENENGAH KEBANGSAAN KEAT HWA 1,SMK,KEDAH,KOTA SETAR,05400,true
KEB2095,SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA,SMK,KEDAH,KOTA SETAR,05460,true
KEB2096,KOLEJ SULTAN ABDUL HAMID,SMK,KEDAH,KOTA SETAR,05460,true
KEB2097,SEKOLAH MENENGAH KEBANGSAAN ST MICHAEL,SMK,KEDAH,KOTA SETAR,05200,true
KEB2098,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,KEDAH,KOTA SETAR,05300,true
KEB2099,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,SMK,KEDAH,KOTA SETAR,05150,true
KEB2162,SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH,SMK,KEDAH,KOTA SETAR,05460,true
KEB3047,SEKOLAH MENENGAH KEBANGSAAN DATO BIJAYA SETIA,SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEB3048,SEKOLAH MENENGAH KEBANGSAAN CONVENT FATHER BARRE,SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEB3049,SEKOLAH MENENGAH KEBANGSAAN IBRAHIM,SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEB3050,SEKOLAH MENENGAH KEBANGSAAN ST THERESA,SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEB3051,SEKOLAH MENENGAH KEBANGSAAN SIN MIN,SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEB5025,SEKOLAH MENENGAH KEBANGSAAN CHIO MIN,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEB5026,SEKOLAH MENENGAH KEBANGSAAN TUNKU PANGLIMA BESAR,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEB5027,SEKOLAH MENENGAH KEBANGSAAN SULTAN BADLISHAH,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEB5028,SEKOLAH MENENGAH KEBANGSAAN ST PATRICK,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEB5029,SEKOLAH MENENGAH KEBANGSAAN ST. ANNE'S CONVENT,SMK,KEDAH,KULIM/BANDAR BAHARU,09000,true
KEE0038,SEKOLAH MENENGAH KEBANGSAAN KUALA KETIL,SMK,KEDAH,BALING,09300,true
KEE0039,SEKOLAH MENENGAH KEBANGSAAN KUALA PEGANG,SMK,KEDAH,BALING,09110,true
KEE1017,SEKOLAH MENENGAH KEBANGSAAN SULTAN AHMAD TAJUDDIN,SMK,KEDAH,KULIM/BANDAR BAHARU,34950,true
KEE1018,SEKOLAH MENENGAH KEBANGSAAN SERDANG,SMK,KEDAH,KULIM/BANDAR BAHARU,09800,true
KEE2100,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALIK,SMK,KEDAH,KOTA SETAR,05250,true
KEE2101,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,SMK,KEDAH,KOTA SETAR,06250,true
KEE2102,SEKOLAH MENENGAH KEBANGSAAN MUADZAM SHAH,SMK,KEDAH,KOTA SETAR,06800,true
KEE2104,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABD. AZIZ,SMK,KEDAH,KOTA SETAR,06650,true
KEE2107,SEKOLAH MENENGAH KEBANGSAAN TUN SHARIFAH RODZIAH,SMK,KEDAH,KOTA SETAR,05400,true
KEE2108,SEKOLAH MENENGAH KEBANGSAAN TENGKU LAKSAMANA,SMK,KEDAH,KOTA SETAR,06600,true
KEE2160,SEKOLAH MENENGAH KEBANGSAAN SERI GUNONG,SMK,KEDAH,KOTA SETAR,06570,true
KEE3052,SEKOLAH MENENGAH KEBANGSAAN BEDONG,SMK,KEDAH,KUALA MUDA/YAN,08100,true
KEE3053,SEKOLAH MENENGAH KEBANGSAAN CHE TOM 'SRT',SMK,KEDAH,KUALA MUDA/YAN,08000,true
KEE3054,SEKOLAH MENENGAH KEBANGSAAN GURUN,SMK,KEDAH,KUALA MUDA/YAN,08300,true
KEE3055,SEKOLAH MENENGAH KEBANGSAAN MERBOK,SMK,KEDAH,KUALA MUDA/YAN,08400,true
KEE3056,SEKOLAH MENENGAH KEBANGSAAN PEKULA JAYA,SMK,KEDAH,KUALA MUDA/YAN,08600,true
KEE3057,SEKOLAH MENENGAH KEBANGSAAN TUNKU SULONG,SMK,KEDAH,KUALA MUDA/YAN,08700,true
KEE3105,SEKOLAH MENENGAH SAINS SULTAN MOHAMAD JIWA,SBP,KEDAH,KUALA MUDA/YAN,08000,true
KEE4037,SEKOLAH MENENGAH KEBANGSAAN JITRA,SMK,KEDAH,KUBANG PASU,06000,true
KEE4038,SEKOLAH MENENGAH KEBANGSAAN SERI MAHAWANGSA,SMK,KEDAH,KUBANG PASU,06000,true
KEE4039,SEKOLAH MENENGAH KEBANGSAAN TUNKU BENDAHARA,SMK,KEDAH,KUBANG PASU,06100,true
KEE4040,SEKOLAH MENENGAH KEBANGSAAN PULAU NYIOR,SMK,KEDAH,KUBANG PASU,06000,true
KEE4041,SEKOLAH MENENGAH KEBANGSAAN AYER HITAM,SMK,KEDAH,KUBANG PASU,06150,true
KEE5030,SEKOLAH MENENGAH KEBANGSAAN MAHANG,SMK,KEDAH,KULIM/BANDAR BAHARU,09700,true
KEE5031,SEKOLAH MENENGAH KEBANGSAAN PADANG SERAI,SMK,KEDAH,KULIM/BANDAR BAHARU,09400,true
KEE6016,SEKOLAH MENENGAH KEBANGSAAN MAHSURI,SMK,KEDAH,LANGKAWI,07000,true
KEE7017,SEKOLAH MENENGAH KEBANGSAAN DATUK SYED AHMAD,SMK,KEDAH,PADANG TERAP,06300,true
KEE8018,SEKOLAH MENENGAH KEBANGSAAN SIK,SMK,KEDAH,SIK,08200,true
KEE9023,SEKOLAH MENENGAH KEBANGSAAN GUAR CHEMPEDAK,SMK,KEDAH,KUALA MUDA/YAN,08800,true
KEE9024,SEKOLAH MENENGAH KEBANGSAAN YAN,SMK,KEDAH,KUALA MUDA/YAN,06900,true
KEEA103,SEKOLAH MENENGAH KEBANGSAAN PENDANG,SMK,KEDAH,PENDANG,06700,true
KEEA105,SEKOLAH MENENGAH KEBANGSAAN SUNGAI TIANG,SMK,KEDAH,PENDANG,06750,true
KEEB001,SEKOLAH MENENGAH KEBANGSAAN POKOK SENA,SMK,KEDAH,KOTA SETAR,06400,true
KFA8001,MAAHAD DINI SULTAN ABDUL HALIM,SM SABK,KEDAH,SIK,08210,true
KFT0010,SMA ISLAHIAH,SM SABK,KEDAH,KULIM/BANDAR BAHARU,09500,true
KFT0011,MAKTAB MAHMUD BALING,SM SABK,KEDAH,BALING,09100,true
KFT0012,SEKOLAH MENENGAH AGAMA (ARAB) ANNAJAH,SM SABK,KEDAH,BALING,09100,true
KFT1001,MAKTAB MAHMUD BANDAR BAHARU,SM SABK,KEDAH,KULIM/BANDAR BAHARU,09800,true
KFT2001,SEKOLAH MENENGAH AGAMA DARRUSAADAH,SM SABK,KEDAH,KOTA SETAR,06200,true
KFT2003,SEKOLAH MENENGAH AGAMA IHYA UL-ULUM AD-DINIAH,SM SABK,KEDAH,KOTA SETAR,06650,true
KFT2004,MAKTAB MAHMUD POKOK SENA,SM SABK,KEDAH,KOTA SETAR,06500,true
KFT3002,SMA SUNGAI PETANI,SM SABK,KEDAH,KUALA MUDA/YAN,08100,true
KFT3003,SMA PEKAN GURUN,SM SABK,KEDAH,KUALA MUDA/YAN,08300,true
KFT3004,SEKOLAH MENENGAH AKADEMI ISLAM DARUL AMAN,SM SABK,KEDAH,KUALA MUDA/YAN,08500,true
KFT3005,MAKTAB MAHMUD KUALA MUDA,SM SABK,KEDAH,KUALA MUDA/YAN,08500,true
KFT3006,MAKTAB MAHMUD MERBOK,SM SABK,KEDAH,KUALA MUDA/YAN,08100,true
KFT4001,SEKOLAH MENENGAH AGAMA HIDAYAH ISLAMIAH,SM SABK,KEDAH,KUBANG PASU,06150,true
KFT4002,SMA NURUL ISLAM AYER HITAM,SM SABK,KEDAH,KUBANG PASU,06150,true
KFT5001,MAKTAB MAHMUD KULIM,SM SABK,KEDAH,KULIM/BANDAR BAHARU,09400,true
KFT6001,MAKTAB MAHMUD LANGKAWI,SM SABK,KEDAH,LANGKAWI,07000,true
KFT7001,SMA DARIL IKTISAM,SM SABK,KEDAH,PADANG TERAP,06300,true
KFT7002,SMA MA'AHAD TAHFIZ AL-ABIDIN,SM SABK,KEDAH,PENDANG,06720,true
KFT7003,SEKOLAH MENENGAH AGAMA AL-ISLAHIAH AL-ISLAMIAH,SM SABK,KEDAH,PADANG TERAP,06710,true
KFT7004,MAKTAB MAHMUD PADANG TERAP,SM SABK,KEDAH,PADANG TERAP,06300,true
KFT8002,MAKTAB MAHMUD SIK,SM SABK,KEDAH,SIK,08200,true
KFT8003,SEKOLAH MENENGAH AGAMA IRSYADIAH,SM SABK,KEDAH,SIK,08320,true
KFT9001,SMA SAADAH ALDINIAH AL ISLAMIAH,SM SABK,KEDAH,KUALA MUDA/YAN,06910,true
KFT9002,SMA FAUZI,SM SABK,KEDAH,KUALA MUDA/YAN,06900,true
KFT9003,SEKOLAH MENENGAH AGAMA NAHDZAH,SM SABK,KEDAH,KUALA MUDA/YAN,06800,true
KFTA001,MA'AHAD AL IMAM AL SYAFIE,SM SABK,KEDAH,PENDANG,06700,true
KFTA002,MAKTAB MAHMUD PENDANG,SM SABK,KEDAH,PENDANG,06700,true
KHA2001,KOLEJ VOKASIONAL ALOR SETAR,KV,KEDAH,KOTA SETAR,05100,true
KHA3003,KOLEJ VOKASIONAL SUNGAI PETANI 1,KV,KEDAH,KUALA MUDA/YAN,08000,true
KHA3004,KOLEJ VOKASIONAL SUNGAI PETANI 2,KV,KEDAH,KUALA MUDA/YAN,08000,true
KHA5002,KOLEJ VOKASIONAL KULIM,KV,KEDAH,KULIM/BANDAR BAHARU,09000,true
KHA6002,KOLEJ VOKASIONAL PULAU LANGKAWI,KV,KEDAH,LANGKAWI,07000,true
KKE2156,SEKOLAH MENENGAH TEKNIK ALOR SETAR,SMT,KEDAH,KOTA SETAR,05400,true
KRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA BALING,SMKA,KEDAH,BALING,09100,true
KRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KEDAH,SMKA,KEDAH,KOTA SETAR,05350,true
KRA4001,SEKOLAH BERASRAMA PENUH INTEGRASI KUBANG PASU,SBP,KEDAH,KUBANG PASU,06050,true
KRA4002,SEKOLAH MENENGAH KEBANGSAAN AGAMA JERLUN,SMKA,KEDAH,KUBANG PASU,06100,true
KRA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SIK,SMKA,KEDAH,SIK,08200,true
KRA9001,SEKOLAH MENENGAH KEBANGSAAN AGAMA YAN,SMKA,KEDAH,KUALA MUDA/YAN,06900,true
MEA0071,SEKOLAH MENENGAH KEBANGSAAN GHAFAR BABA,SMK,MELAKA,ALOR GAJAH,78300,true
MEA0072,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI TALIB KARIM,SMK,MELAKA,ALOR GAJAH,78000,true
MEA0073,SEKOLAH MENENGAH KEBANGSAAN RAHMAT,SMK,MELAKA,ALOR GAJAH,78200,true
MEA0074,SEKOLAH MENENGAH KEBANGSAAN ADE PUTRA,SMK,MELAKA,ALOR GAJAH,78300,true
MEA0075,SEKOLAH MENENGAH KEBANGSAAN NANING,SMK,MELAKA,ALOR GAJAH,78000,true
MEA0095,SEKOLAH MENENGAH KEBANGSAAN LUBOK CHINA,SMK,MELAKA,ALOR GAJAH,78100,true
MEA0099,SEKOLAH MENENGAH KEBANGSAAN HANG KASTURI,SMK,MELAKA,ALOR GAJAH,78300,true
MEA0100,SEKOLAH MENENGAH KEBANGSAAN SUNGAI UDANG,SMK,MELAKA,ALOR GAJAH,76300,true
MEA0101,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,SMK,MELAKA,ALOR GAJAH,76100,true
MEA0102,SEKOLAH MENENGAH KEBANGSAAN TEBONG,SMK,MELAKA,ALOR GAJAH,76460,true
MEA1060,SEKOLAH MENENGAH KEBANGSAAN ISKANDAR SHAH,SMK,MELAKA,JASIN,77000,true
MEA1061,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL RAHMAN YA'KUB,SMK,MELAKA,JASIN,77300,true
MEA1072,SEKOLAH MENENGAH KEBANGSAAN SRI MAHKOTA,SMK,MELAKA,JASIN,77300,true
MEA1076,SEKOLAH MENENGAH KEBANGSAAN SIMPANG BEKOH,SMK,MELAKA,JASIN,77100,true
MEA1077,SEKOLAH MENENGAH KEBANGSAAN SELANDAR,SMK,MELAKA,JASIN,77500,true
MEA1078,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RAMBAI,SMK,MELAKA,JASIN,77400,true
MEA1079,SEKOLAH MENENGAH KEBANGSAAN NYALAS,SMK,MELAKA,JASIN,77100,true
MEA1080,SEKOLAH MENENGAH KEBANGSAAN SERI BEMBAN,SMK,MELAKA,JASIN,77200,true
MEA1081,SEKOLAH MENENGAH KEBANGSAAN TUN SYED ZAHIRUDDIN,SMK,MELAKA,JASIN,77300,true
MEA2086,SEKOLAH MENENGAH KEBANGSAAN TUN TIJAH,SMK,MELAKA,MELAKA TENGAH,75400,true
MEA2087,SEKOLAH MENENGAH KEBANGSAAN MUNSHI ABDULLAH,SMK,MELAKA,MELAKA TENGAH,75350,true
MEA2088,SEKOLAH MENENGAH KEBANGSAAN TUN MUTAHIR,SMK,MELAKA,MELAKA TENGAH,75350,true
MEA2089,SEKOLAH MENENGAH KEBANGSAAN SERI TANJUNG,SMK,MELAKA,MELAKA TENGAH,76400,true
MEA2091,SEKOLAH MENENGAH KEBANGSAAN AIR MOLEK,SMK,MELAKA,MELAKA TENGAH,75460,true
MEA2092,SEKOLAH MENENGAH KEBANGSAAN KLEBANG BESAR,SMK,MELAKA,MELAKA TENGAH,75200,true
MEA2093,SEKOLAH MENENGAH KEBANGSAAN BUKIT BARU,SMK,MELAKA,MELAKA TENGAH,75450,true
MEA2094,SEKOLAH MENENGAH KEBANGSAAN TUN HAJI ABD MALEK,SMK,MELAKA,MELAKA TENGAH,75250,true
MEA2095,SEKOLAH MENENGAH KEBANGSAAN BUKIT KATIL,SMK,MELAKA,MELAKA TENGAH,75450,true
MEA2096,SEKOLAH MENENGAH KEBANGSAAN MALIM,SMK,MELAKA,MELAKA TENGAH,75250,true
MEA2097,SEKOLAH MENENGAH KEBANGSAAN PADANG TEMU,SMK,MELAKA,MELAKA TENGAH,75050,true
MEA2098,SEKOLAH MENENGAH KEBANGSAAN TELOK MAS,SMK,MELAKA,MELAKA TENGAH,75460,true
MEA2099,SEKOLAH MENENGAH KEBANGSAAN BUKIT RAMBAI,SMK,MELAKA,MELAKA TENGAH,75250,true
MEA2100,SEKOLAH MENENGAH KEBANGSAAN AYER KEROH,SMK,MELAKA,MELAKA TENGAH,75450,true
MEA2101,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG GELAM,SMK,MELAKA,MELAKA TENGAH,76400,true
MEA2102,SEKOLAH MENENGAH KEBANGSAAN PERNU,SMK,MELAKA,MELAKA TENGAH,75460,true
MEA2103,SEKOLAH MENENGAH KEBANGSAAN PAYA RUMPUT,SMK,MELAKA,MELAKA TENGAH,76450,true
MEA2104,SEKOLAH MENENGAH KEBANGSAAN KRUBONG,SMK,MELAKA,MELAKA TENGAH,75260,true
MEB0077,SEKOLAH MENENGAH KEBANGSAAN SERI PENGKALAN,SMK,MELAKA,ALOR GAJAH,78000,true
MEB0078,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,SMK,MELAKA,ALOR GAJAH,73000,true
MEB0079,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN,SMK,MELAKA,ALOR GAJAH,78300,true
MEB1063,SEKOLAH MENENGAH KEBANGSAAN DATUK BENDAHARA,SMK,MELAKA,JASIN,77000,true
MEB1064,SEKOLAH MENENGAH KEBANGSAAN DANG ANUM,SMK,MELAKA,JASIN,77300,true
MEB1065,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,SMK,MELAKA,JASIN,77000,true
MEB2090,SEKOLAH MENENGAH KEBANGSAAN TINGGI MELAKA,SMK,MELAKA,MELAKA TENGAH,75000,true
MEB2091,SEKOLAH MENENGAH KEBANGSAAN GAJAH BERANG,SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2092,SEKOLAH MENENGAH KEBANGSAAN TINGGI PEREMPUAN,SMK,MELAKA,MELAKA TENGAH,75400,true
MEB2093,SEKOLAH MENENGAH KEBANGSAAN TINGGI ST DAVID,SMK,MELAKA,MELAKA TENGAH,75150,true
MEB2094,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS) MELAKA ( M ),SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2095,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2096,SEKOLAH MENENGAH KEBANGSAAN ST FRANCIS,SMK,MELAKA,MELAKA TENGAH,75000,true
MEB2097,SEKOLAH MENENGAH KEBANGSAAN INFANT JESUS CONVENT,SMK,MELAKA,MELAKA TENGAH,75000,true
MEB2098,SEKOLAH MENENGAH KEBANGSAAN CANOSSA CONVENT ( M ),SMK,MELAKA,MELAKA TENGAH,75050,true
MEB2099,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2100,SEKOLAH MENENGAH KEBANGSAAN NOTRE DAME CONVENT,SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2101,SEKOLAH MENENGAH KEBANGSAAN YOK BIN,SMK,MELAKA,MELAKA TENGAH,75050,true
MEB2102,SEKOLAH MENENGAH KEBANGSAAN TUN TUAH,SMK,MELAKA,MELAKA TENGAH,75200,true
MEB2103,KOLEJ TINGKATAN ENAM TUN FATIMAH,KT6,MELAKA,MELAKA TENGAH,75400,true
MEB2104,SEKOLAH MENENGAH KEBANGSAAN TINGGI CINA MELAKA,SMK,MELAKA,MELAKA TENGAH,75250,true
MEB2145,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA,SMK,MELAKA,MELAKA TENGAH,75050,true
MEE0074,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR SHAH,SMK,MELAKA,ALOR GAJAH,73000,true
MEE0075,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,SMK,MELAKA,ALOR GAJAH,78000,true
MEE0094,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,SMK,MELAKA,ALOR GAJAH,76200,true
MEE2141,SEKOLAH MENENGAH SAINS MUZAFFAR SHAH,SBP,MELAKA,MELAKA TENGAH,75450,true
MFT0001,SEKOLAH MENENGAH AGAMA AL-EHYA AL-KARIM,SM SABK,MELAKA,ALOR GAJAH,78300,true
MFT0002,SMA JAIM AL-ASYRAF,SM SABK,MELAKA,ALOR GAJAH,73000,true
MFT0003,SEKOLAH MENENGAH ARAB (JAIM) DARUL FALAH,SM SABK,MELAKA,ALOR GAJAH,78200,true
MFT1001,SEKOLAH MENENGAH ARAB ASSAIYIDAH KHADIJAH,SM SABK,MELAKA,JASIN,77300,true
MFT1002,SEKOLAH MENENGAH ARB.ASSYAKIRIN,SM SABK,MELAKA,JASIN,77500,true
MFT1003,SEKOLAH MENENGAH TAHFIZ AL QURAN (JAIM),SM SABK,MELAKA,JASIN,77000,true
MFT2001,SEKOLAH MENENGAH AGAMA JAIM AL AHMADI,SM SABK,MELAKA,MELAKA TENGAH,76300,true
MHA0001,KOLEJ VOKASIONAL DATUK SERI MOHD. ZIN,KV,MELAKA,ALOR GAJAH,78000,true
MHA1001,KOLEJ VOKASIONAL DATUK SERI ABU ZAHAR ISNIN,KV,MELAKA,JASIN,77000,true
